text_index,subject,predicate,object,subject_lemma,predicate_lemma,informative
20,вечерний билет,стоит,в 700 руб.,вечерний билет,стоить,True
20,Эрмитаж,является,крупнейшим музеем России,эрмитаж,являться,True
20,Эрмитаж,является,одним из самых посещаемых художественных музеев мира,эрмитаж,являться,True
20,коллекция Эрмитажа,размещается,в нескольких исторических зданиях,коллекция эрмитаж,размещаться,True
21,Департамент информационных технологий (ДИТ) Москвы,опубликовал,регулярный дайджест «Тренды развития умных городов»,департамент информационный технология дит москва,опубликовать,True
21,эксперты,остановились,на законодательных инициативах в сфере IT,эксперт,остановиться,True
21,правительством Китая,одобрены,испытания в отдельных регионах мобильных сетей нового поколения (6G),правительство китай,одобрить,True
21,ученые,проверят,работу 6G,учёный,проверить,True
21,правительство страны,опубликовало,руководство по развитию ИИ-агентов,правительство страна,опубликовать,True
21,авторы «Трендов»,называют,потребности в большем количестве электроэнергии,автор тренд,называть,True
21,он,потребляет,на 20% меньше электричества,он,потреблять,False
21,правительство штата Вирджиния,отклонило,проект возведения ЦОДа,правительство штат вирджиния,отклонить,True
21,президент США Дональд Трамп,подписал,исполнительный приказ «Продвижение передовых инноваций и безопасности в области искусственного интеллекта»,президент сша дональд трамп,подписать,True
21,правительство Объединенных Арабских Эмиратов,имеет,большие планы на ИИ,правительство объединить арабский эмират,иметь,True
21,более 50% государственных услуг,будет оказываться,через интеллектуальных агентов,более 50% государственный услуга,быть оказываться,True
21,почти 80 000 чиновников,планируется внедрить агентский подход в работу,ничего конкретного,почти 80 000 чиновник,планироваться внедрить агентский подход в работа,True
21,технологию,рассчитывают применять,в госзакупках,технология,рассчитывать применять,True
21,Жители,могут посмотреть,в режиме онлайн самые свободные велотреки для поездки,житель,мочь посмотреть,True
21,местная администрация,подсчитывает,востребованность маршрутов,местный администрация,подсчитывать,True
21,Система,фиксирует,время начала парковки,система,фиксировать,True
21,Система,списывает,оплату,система,списывать,True
21,Бесконтактные расчеты,доступны,,бесконтактный расчёт,доступный,True
21,владельцы транспорта,зарегистрированы,в мобильном приложении,владелец транспорт,зарегистрировать,True
21,Собираемые данные,помогают повысить,эффективность управления парковочными пространствами Дубая,собирать дать,помогать повысить,True
21,Робопсы,запустили,мониторинг общественных пространств,робопёс,запустить,True
21,Камеры,передают,картинку в центр управления городом,камера,передавать,True
21,Роботы,фиксируют,оставленные без присмотра подозрительные вещи,робот,фиксировать,True
21,Роботы,фиксируют,признаки задымления,робот,фиксировать,True
21,Роботы,рассылают,оповещения с координатами в экстренные службы,робот,рассылать,True
21,Сенсоры,следят,за уровнем осадков,сенсор,следить,True
21,Камеры видеонаблюдения,мониторят,подтопления территорий,камера видеонаблюдение,мониторить,True
21,Сведения,стекаются,на цифровую платформу,сведение,стекаться,True
21,система,отправляет,SMS жителям о необходимости покинуть опасные зоны,система,отправлять,True
21,данные о воде,оцифровывают,данные о воде,дать о вода,оцифровывать,True
21,лидары,сканировали и собирали,высокоточные пространственные данные об акватории,лидар,сканировать и собирать,True
21,руководство швейцарской коммуны Мури-бай-Берн,взялись стимулировать,сохранение природных ресурсов с помощью цифровых решений,руководство швейцарский коммуна мурь бай берн,взяться стимулировать,True
21,гражданам,выдают,цифровые ваучеры,гражданин,выдавать,True
21,эта виртуальная валюта,имеет,курс 1:1 к швейцарскому франку,этот виртуальный валюта,иметь,True
21,у каждого пользователя,должен быть,личный кабинет на сайте публичной платформы распределенного реестра Hedera,у каждый пользователь,должный быть,True
21,виртуальный персонаж,ответит,на вопросы для виртуального ассистента,виртуальный персонаж,ответить,True
21,маскот,предоставляет,информацию о мероприятиях,маскот,предоставлять,True
21,маскот,предоставляет,информацию о мерах поддержки,маскот,предоставлять,True
21,маскот,предоставляет,информацию о новостях мэрии города,маскот,предоставлять,True
21,персонаж,работает,на портале города Пусана,персонаж,работать,True
21,персонаж,обучен работать,с новостями,персонаж,обучить работать,True
21,персонаж,обучен работать,с официальными документами мегаполиса,персонаж,обучить работать,True
22,средняя стоимость одного дня отдыха,не превышает,6000 руб,средний стоимость один день отдых,не превышать,True
22,самый низкий средний чек за еду,– в,Вологде и Астрахани (711 руб. на человека за один прием пищи),самый низкий средний чек за еда,в,True
22,самый высокий средний чек за еду,– в,Сургуте (972 руб.),самый высокий средний чек за еда,в,True
22,средняя стоимость,составляет,от 10 000 до 11 000 руб. за сутки,средний стоимость,составлять,True
22,питание в Пскове,обойдется дешевле всего,,питание в псков,обойтись дешёвый весь,True
22,средняя стоимость одного дня отдыха в популярных туристических направлениях России летом 2026 г.,состоит,в 7900 руб.,средний стоимость один день отдых в популярный туристический направление россия лето 2026 г,состоять,True
22,количество дальних маршрутов на автомобиле в 2025 г.,выросло,на 52% год к году,количество дальний маршрут на автомобиль в 2025 г,вырасти,True
22,количество таких автомаршрутов из Москвы,выросло,на 94%,количество такой автомаршрут из москва,вырасти,True
22,количество таких автомаршрутов из Перми,выросло,на 71%,количество такой автомаршрут из пермь,вырасти,True
22,количество таких автомаршрутов из Екатеринбурга,выросло,на 68%,количество такой автомаршрут из екатеринбург,вырасти,True
23,сотни змей,сбежали,с фермы по разведению рептилий,сотня змея,сбежать,True
23,власти,закупили,дополнительные партии противоядия,власть,закупить,True
23,жители города Хэнчжоу,в панике,,житель город хэнчжоу,в паника,True
23,инцидент,произошел,"после того, как за несколько дней проливные дожди разрушили вольеры фермы",инцидент,произойти,True
23,власти,выпустили,инструкции для жителей о поведении при встрече с рептилиями,власть,выпустить,True
23,наводнения,погибли,39 человек,наводнение,погибнуть,True
23,26 человек,были,в Хэнчжоу,26 человек,быть,True
23,10 000 студентов и преподавателей,оказались заблокированы,в школах соседнего Гуйгана,10 000 студент и преподаватель,оказаться заблокировать,True
23,спасатели,эвакуируют,животных,спасатель,эвакуировать,True
23,местные приюты для животных,борются за спасение,200 кошек и десятков собак,местный приют для животное,бороться за спасение,True
24,Мухаммад Усман,обнаружил,животное на своей ноге,мухаммад усман,обнаружить,True
24,под чехлом велосипеда,нашлось,восьми особей,под чехол велосипед,найтись,True
24,черные вдовы,не являются,местным видом для ОАЭ,чёрный вдова,не являться,True
24,укус черных вдов,вызывает,потливость,укус чёрный вдова,вызывать,True
24,укус черных вдов,вызывает,высокое давление,укус чёрный вдова,вызывать,True
24,мужчина,выступает против,убеждения о необходимости уничтожения животных,мужчина,выступать против,True
24,дубайский муниципалитет,призвал,жителей не рисковать и вызывать специалистов,дубайский муниципалитет,призвать,True
24,необходимо,сообщить,свой десятизначный номер локации (Makani),необходимо,сообщить,True
24,бригада,безопасно переместит,пауков,бригада,безопасно переместить,True
24,валид каакех,пояснил,пауки могут попасть в страну вместе с мебелью или овощами,валид каакех,пояснить,True
24,он,рекомендует,аккуратно удалять их без применения пестицидов,он,рекомендовать,False
24,он,не убивать,"пауков, поскольку они не нападают на людей",он,не убивать,False
24,ведомости. город,сообщал,в люксембурге вновь заметили паука «носферату» (zoropsis spinimana),ведомость город,сообщать,True
25,имущественный комплекс,выставлен,на аукцион,имущественный комплекс,выставить,True
25,торги,пройдут,в формате запечатанных в конвертах предложений,торг,пройти,True
25,особняк Blackwood Hall,включает,в лот,особняк blackwood hall,включать,True
25,особняк Blackwood Hall,включает,особняк площадью около 500 кв. м,особняк blackwood hall,включать,True
25,особняк Blackwood Hall,включает,действующий ресторан Claudia Sanders Dinner House,особняк blackwood hall,включать,True
25,покупатель,получит,действующий ресторанный бизнес с сувенирным магазином и профессиональной кухней,покупатель,получить,True
25,архив артефактов,включает,"рукописные рецепты, деловые документы, фотографии и личные вещи Сандерса",архив артефакт,включать,True
25,аукционист и совладелец компании Билл Мениш,не раскрыл,оценочную стоимость лота,аукционист и совладелец компания билл мениша,не раскрыть,True
25,объект,может использоваться как,"музей, место проведения мероприятий, частная резиденция или «резиденция для руководителей»",объект,мочь использоваться как,True
25,заявки на покупку,принимаются,до 31 июля,заявка на покупка,приниматься,True
25,ресторан Claudia Sanders Dinner House,продолжает работу,в обычном режиме,ресторан claudia sanders dinner house,продолжать работа,True
25,«Ведомости. Город»,сообщал,что еще один дом основателя KFC продается в канадской Миссиссоге,ведомость город,сообщать,True
25,Сандерс,прожил,в скромном бунгало последние 15 лет своей жизни,сандерс,прожить,True
26,выставка,открылась,в Хлебном доме музея-заповедника «Царицыно»,выставка,открыться,True
26,экспозиция,реконструирует,дачный быт рубежа XIX–XX веков,экспозиция,реконструировать,True
26,экспозиция,раскрывает,неожиданные грани творческой биографии Андреева,экспозиция,раскрывать,True
26,выставка,построена,как географическое путешествие,выставка,построить,True
26,первый серьезный литературный триумф,пришел,к нему,первый серьёзный литературный триумф,прийти,True
26,местные реалии,вошли,в его знаменитый рассказ «Петька на даче»,местный реалия,войти,True
26,он,освоил,эту сложную французскую технику съемки со стеклянными светофильтрами,он,освоить,False
26,выставка,представлена,более 40 оригинальных автохромов,выставка,представить,True
26,выставка,открылась,открылась,выставка,открыться,True
26,Архитектор Мис ван дер Роэ,называл,стул,архитектор мис ван дер роэ,называть,True
26,небоскреб,построить,проще,небоскрёб,построить,True
26,советский дизайн,ставил во главу угла,функциональность и доступность,советский дизайн,ставить в глава угол,True
26,европейский,"экспериментировал, иронизировал и превращал",обычный предмет в художественное высказывание,европейский,экспериментировать иронизировать и превращать,True
26,выставка,показывает,"как менялись наши представления о красоте, комфорте и повседневной жизни",выставка,показывать,True
26,художнику,ассоциируется,Серебряным веком и символизмом,художник,ассоциироваться,True
26,проект,показывает,его уникальный метод,проект,показывать,True
26,художник,искал,синтез искусств и выход за рамки живописи в пространство реальной жизни,художник,искать,True
26,произведений,представлено,более 140 произведений из 20 музеев и частных собраний,произведение,представить,True
26,новая экспозиция проекта #Подклет,приурочена,180-летию со дня рождения великого русского ювелира,новый экспозиция проект #подклет,приурочить,True
26,концепция,сфокусирована,"на предметах повседневного быта, камнерезной пластике малых форм и эскизах",концепция,сфокусировать,True
26,в основе,состоит,20 редких экспонатов из фондов Минералогического музея им. А. Е. Ферсмана РАН,в основа,состоять,True
26,"Илья Демуцкий, Юрий Посохов",покажут,балет «Чайка»,илья демуцкий юрий посох,показать,True
26,"Родион Щедрин и Майя Плисецкая, Джон Ноймайер, Борис Эйфман",обращались,к чеховской пьесе,родион щедрин и майя плисецкий джон ноймайер борис эйфман,обращаться,True
26,Посохов,вынашивал,идею собственной «Чайки»,посох,вынашивать,True
26,действие спектакля,перенесено,в XX век,действие спектакль,перенести,True
26,сценография Тома Пая,намекает,на интервал между эпохой Чехова и временем действия балета,сценография том пай,намекать,True
26,текст Гете,переворачивает,все с ног на голову,текст гёте,переворачивать,True
26,режиссер,предлагает,"пойти в сторону человеческой, чувственной истории",режиссёр,предлагать,True
26,«Как Фауст ослеп»,является,"историей доктора, по призванию спасающего других, но пытающегося разобраться в собственных желаниях",как фауст ослепнуть,являться,True
26,спектакль,проникает,"в область, где текст не поддается однозначному определению",спектакль,проникать,True
26,кураторы,предлагают отказаться от восприятия,нечеловеческих существ как метафор или пассивного фона,куратор,предлагать отказаться от восприятие,True
26,фильмы,изменяют,оптику зрителя,фильм,изменять,True
26,лента,рассказывает о,скейт-парке в Сантьяго от лица двух бездомных собак,лента,рассказывать о,True
26,картина,фиксирует,повседневность животного внутри молочной фермы,картина,фиксировать,True
26,притча,объединяет,"человека, флору и минералы в единый цикл метаморфоз",притча,объединять,True
26,важной темой показов,становится,внимание к способности животных проявлять волю и выстраивать отношения с окружающим миром,важный тема показ,становиться,True
26,победители конкурса короткой прозы,прочитают,рассказы и посты из соцсетей,победитель конкурс короткий проза,прочитать,True
26,Егор Крид,состоится сольный концерт,Егора Крида,егор крид,состояться сольный концерт,True
26,организаторы,делают ставку,"на сложную сценографию, световую партитуру мирового стандарта и проработанный живой звук",организатор,делать ставка,True
26,программа,объединит,главные хиты прошлых лет и новые синглы,программа,объединить,True
26,группа «Ме4та» Евгения Цыганова,выступит,в саду Всероссийского музея декоративного искусства,группа ме4т евгений цыганов,выступить,True
26,музыканты,называют,своё творчество «музыкой мечты»,музыкант,называть,True
26,Цыганов,делится,"размышлениями о любви, мире и человеке",цыганов,делиться,True
26,"гитарист Андрей Муравкин, басист Михаил Химаков и барабанщик Антон Владимирский-Латаев",выйдут,на сцену,гитарист андрей муравкина басист михаил химаковый и барабанщик антон владимирский латаев,выйти,True
26,фестиваль танца,пройдет,Московский фестиваль танца под открытым небом,фестиваль танец,пройти,True
26,программа,рассчитана,на участников с любым уровнем подготовки,программа,рассчитать,True
28,более 60% организаций креативного сектора,работают,вне Москвы и Санкт-Петербурга,более 60% организация креативный сектор,работать,True
28,регион,обгоняет,другие по темпу развития,регион,обгонять,True
28,филиал Пушкинского музея – «Арсенал»,работает,в Нижнем Новгороде,филиал пушкинский музей арсенал,работать,True
28,"Нижегородская художественная галерея, галереи «9Б», «Футура» и студия «Тихая»",заслуживают,внимания,нижегородский художественный галерея галерея 9б футура и студия тихий,заслуживать,True
28,город Выкса,развивается,в Нижегородской области,город выкса,развиваться,True
28,Суздаль и его центр «Мира»,является,важным примером,суздаль и он центр мир,являться,True
28,музей Алексея Гастева,добавится,к важным точкам на карте в Суздале,музей алексей гастев,добавиться,True
28,Пермь,является,безусловным местом развития и притяжения,пермь,являться,True
28,Фонд MaxArt,развивает,программу художественных резиденций,фонд maxart,развивать,True
28,Активная жизнь,существует,"в регионах Поволжья: Казани, Самаре, Уфе",активный жизнь,существовать,True
28,Здание Музея Заман в Уфе,готовящееся,к открытию,здание музей заман в уфа,готовиться,True
28,Дебаркадер 30,заявила о себе,экспериментальными выставками,дебаркадер 30,заявить о себя,True
28,площадки,стали появляться,демонстрирующие исключительно сибирских художников,площадка,стать появляться,True
28,ярмарка,привлекла к себе внимание,профессионалов,ярмарка,привлечь к себя внимание,True
28,Екатеринбург,остается кузницей кадров,для современного искусства России,екатеринбург,оставаться кузница кадр,True
28,галерея «Х.Л.А.М.»,играет центральную роль,в Воронеже,галерея х л а м,играть центральный роль,True
28,частные инвестиции и новая роль бизнеса,остаются,одной из самых сложных и приоритетных задач,частный инвестиция и новый роль бизнес,оставаться,True
28,смешанная модель,признается,наиболее жизнеспособной,смешанный модель,признаваться,True
28,фонд «ОМК-Участие»,является драйвом,местного процесса,фонд омк участие,являться драйв,True
28,фонд «ОМК-Участие»,созданный,по инициативе владельцев Объединенной металлургической компании Ирины и Анатолия Седых,фонд омк участие,создать,True
28,фонд «ОМК-Участие»,сформировалась,полноценная культурная инфраструктура,фонд омк участие,сформироваться,True
28,фонд «ОМК-Участие»,было создано,более ста объектов паблик-арта,фонд омк участие,быть создать,True
28,центр современного искусства «Сияние»,является примером,демонстрирующим синергию частной инициативы и государственной поддержки,центр современный искусство сияние,являться пример,True
28,Проект,был создан,тележурналистом Андреем Малаховым,проект,быть создать,True
28,деятельность центра,стала импульсом,для государственного участия,деятельность центр,стать импульс,True
28,выставка,привлекла внимание,к объекту,выставка,привлечь внимание,True
28,власти,приняли решение,о выделении бюджетных средств,власть,принять решение,True
28,частное меценатство,способно создавать,новые культурные институции,частный меценатство,способный создавать,True
28,частное меценатство,становится катализатором,государственной поддержки,частный меценатство,становиться катализатор,True
28,поддержка современного искусства,делает,регион привлекательным для туристов местом,поддержка современный искусство,делать,True
28,основу культурной инфраструктуры,составляют,государственные институции,основа культурный инфраструктура,составлять,True
28,музей «Арсенал»,развивается,при поддержке Министерства культуры РФ и Государственного музея изобразительных искусств имени А.С. Пушкина,музей арсенал,развиваться,True
28,Дмитрий Володин,основал,ярмарку графики «Контур»,дмитрий володин,основать,True
28,крупные нефтяные корпорации,сыграли большую роль,в финансировании культурных проектов,крупный нефтяной корпорация,сыграть больший роль,True
28,"«Лукойл», «Новатэка» и «Сибур холдинг»",были созданы,«Пакгаузы на Стрелке»,лукойл новатэк и сибур холдинг,быть создать,True
28,выставка работ художника Эрика Булатова,состоялась,выставка работ художника Эрика Булатова,выставка работа художник эрик булатов,состояться,True
28,«Пакгаузы на Стрелке»,стала,важной точкой культурного туризма,пакгауз на стрелка,стать,True
28,развитие современного искусства в регионах,осталась,не всегда дружелюбный прием художников со стороны локальных сообществ,развитие современный искусство в регион,остаться,True
28,причина недопонимания,кроется в,недостаточной доступности информации об искусстве на местах,причина недопонимание,крыться в,True
28,задача локальных культурных институций,– создавать,"доступные, инклюзивные и просветительские инициативы",задача локальный культурный институция,создавать,True
28,выстроить устойчивые мосты коммуникации,невозможно без,"сотрудничества между художниками, кураторами и местным сообществом",выстроить устойчивый мост коммуникация,невозможно без,True
28,другие жители,имеют,свои волнующие темы и интересы,другой житель,иметь,True
28,необходимо,наладить,коммуникацию между ними,необходимо,наладить,True
28,процесс,можно сравнить,с движением вагона с мертвой точки,процесс,можно сравнить,True
28,процесс,пошел,он сам ускоряется и приносит удивительные результаты,процесс,пойти,True
29,продажи чемоданов в стране,увеличились,на 33%,продажа чемодан в страна,увеличиться,True
29,рост,составил,70%,рост,составить,True
29,рост,составил,17%,рост,составить,True
29,46% заказов,пришлось,на чемоданы размера L,46% заказ,прийтись,True
29,маленькие модели (S),потеряли,популярность,маленький модель s,потерять,True
29,почти 30% пассажиров,выбирают,тариф «Стандарт» с включенным багажом,почти 30% пассажир,выбирать,True
29,бронирования на лето,превысили,прошлогодние показатели,бронирование на лето,превысить,True
29,спрос на Владивосток,вырос,на 3000,спрос на владивосток,вырасти,True
29,спрос на Калининград,вырос,на 2000,спрос на калининград,вырасти,True
30,Москва,пережила,кофейный бум,москва,пережить,True
30,город,пережил,кофейный бум,город,пережить,False
30,город,привык,к новому типу заведений,город,привыкнуть,False
30,город,запустил,отдельный гастрономический проект «Московский завтрак»,город,запустить,False
30,У московского завтрака,длинная,история,у московский завтрак,длинный,True
30,завтрак вне дома,был,"привычкой купцов, чиновников, приезжих и обеспеченной публики",завтрак вне дом,быть,True
30,завтрак,стал,массовым,завтрак,стать,True
30,современная культура городских завтраков,выросла,из другой Москвы,современный культура городской завтрак,вырасти,True
30,город,оброс,"кофейнями, пекарнями и небольшими кафе",город,обрасти,False
30,завтрак,перестал быть и превратился в,отдельный повод выйти в город,завтрак,перестать быть и превратиться в,True
30,утро,появилось,"самостоятельное время для встреч, прогулок и еды вне дома",утро,появиться,True
30,завтрак,готовят,собственный стиль,завтрак,готовить,True
30,завтрак,готовят,"узнаваемая подача, одна сильная деталь, продукт, ради которого можно зайти именно сюда",завтрак,готовить,True
30,необычность,стало важна,для дорогих ресторанов,необычность,стать важный,True
30,каждому месту,нужно,чем-то отличаться,каждый место,нужно,True
30,кто-то,делает ставку,на ностальгию и готовит домашнюю еду,кто то,делать ставка,True
30,кто-то,строит,меню вокруг вафель,кто то,строить,True
30,заведение,имеет,"свой вкус, настроение и гастрономическую амбицию",заведение,иметь,True
31,уровень удобства,зависит,от конкретного района,уровень удобство,зависеть,True
31,"метро, магазины, школы и повседневные сервисы",собираются,в пределах короткой прогулки,метро магазин школа и повседневный сервис,собираться,True
31,"то, насколько легко устроена повседневная жизнь",является,главным критерием,то насколько легко устроить повседневный жизнь,являться,True
31,базовые услуги,должны находиться,в пределах короткой прогулки или поездки на велосипеде,базовый услуга,должный находиться,True
31,"время реально нужно, чтобы дойти пешком до рельсового транспорта",влияет,на пешеходную доступность района,время реально нужно чтобы дойти пешком до рельсовый транспорт,влиять,True
31,важна,является,качество маршрута до нее,важный,являться,True
31,семь минут,ощущаются,совсем иначе,семь минута,ощущаться,True
31,район,начинает восприниматься,как цельная городская среда,район,начинать восприниматься,True
31,жизнь,становится,утомительно,жизнь,становиться,True
31,для пешей жизни,важны,"широкие тротуары, понятные переходы, освещение, зелень, бульвары и удобные общественные пространства",для пеший жизнь,важный,True
31,"Хамовники, Якиманка, Тверской, Басманный",удобны,за счет плотной городской ткани,хамовник якиманка тверской басманный,удобный,True
31,У центра,есть,избыточность маршрутов,у центр,есть,True
31,"центры у крупных транспортных узлов, где удобно без автомобиля",выигрывают,за счет транспортной связности,центр у крупный транспортный узел где удобно без автомобиль,выигрывать,True
31,Савеловский и Хорошевский,выигрывают,от близости сразу к нескольким крупным узлам,савёловский и хорошевский,выигрывать,True
31,такие районы,особенно удобны,"для тех, кто много ездит по городу на работу",такой район,особенно удобный,True
31,реальный комфорт,зависит,"от того, насколько квартал встроен в город",реальный комфорт,зависеть,True
31,в новых районах,стоит отдельно проверять,заканчивается ли инфраструктура на территории ЖК или продолжается на уровне всего района,в новый район,стоить отдельно проверять,True
31,Слабая пешеходная доступность в Москве,связана,"не с недостатками района как такового, а с устройством городской среды",слабый пешеходный доступность в москва,связать,True
31,Центральные и часть юго-западных районов,в среднем удобнее,для пешеходов,центральный и часть юго западный район,в среднее удобный,True
31,восточные и юго-восточные окраины,часто проигрывают,по этому параметру,восточный и юго восточный окраина,часто проигрывать,True
31,Различия,связаны,"с плотностью населения, количеством перекрестков, доступом к зеленым зонам и структурой уличной сети",различие,связать,True
31,любой сбой,ощущается,в быту,любой сбой,ощущаться,True
31,радиус 10–15 минут пешком вокруг дома,проверить,множество объектов,радиус 10 15 минута пешком вокруг дом,проверить,True
31,множество объектов,должны помещаться,в радиусе 10–15 минут пешком вокруг дома,множество объект,должный помещаться,True
31,район,окажется удобным,для жизни без автомобиля,район,оказаться удобный,True
31,маршрут,проходит,"вдоль шумной магистрали, через парковки или стройку",маршрут,проходить,True
31,район,переживает,сбои гораздо спокойнее,район,переживать,True
31,район,стоит пройти,ногами,район,стоить пройти,True
31,один дом,стоит,у парка и активной торговой улицы,один дом,стоить,True
31,другой,стоит,возле развязки и пустого длинного забора,другой,стоить,False
31,обычный будничный пеший маршрут,показывает,подходит ли вам этот район,обычный будничный пеший маршрут,показывать,True
32,Leo 23F по имени Грация,стало,обладательницей уникального достижения,leo 23f по имя грация,стать,True
32,Грация,принесла,10 котят из пяти выводков,грация,принести,True
32,такой показатель,стал,рекордным за всю историю научных наблюдений за дальневосточным леопардом в дикой природе,такой показатель,стать,True
32,Leo 280F,принесла,потомство,leo 280f,принести,True
32,ее родословная,состоит,из четырех поколений,она родословный,состоять,True
32,многолетний массив данных фотомониторинга,служил,источником для анализа,многолетний массив данные фотомониторинг,служить,True
32,сеть фотоловушек,позволяет,отслеживать взрослых особей,сеть фотоловушка,позволять,True
32,три потенциальные невесты,появились,у манула Тимофея,три потенциальный невеста,появиться,True
33,столицу,может накрыть,настоящая «буря» кровососущих насекомых,столица,мочь накрыть,True
33,спад численности комаров,носит,временный характер,спад численность комар,носить,True
33,популяция комаров в регионе,демонстрирует,снижение по сравнению с аналогичным периодом 2025 г.,популяция комар в регион,демонстрировать,True
33,это,это,«затишье перед бурей»,это,это,False
33,у россиян,вырос,спрос на товары для пикника,у россиянин,вырасти,True
33,лидерами продаж,стали,"мангалы, шампуры и решетки",лидер продажа,стать,True
33,средства от комаров и клещей,стали,лидерами продаж,средство от комар и клещ,стать,True
34,Валерий Леонтьев,тратит,почти $100 000 на страхование своего дома в Майами,валерий леонтьев,тратить,True
34,общее страхование дома,приходится,Около $40 000 в год,общий страхование дом,приходиться,True
34,защиту от последствий наводнений,приходится,еще $35 000,защита от последствие наводнение,приходиться,True
34,"от ущерба, который могут причинить ураганы",приходится,на $21 000,от ущерб который мочь причинить ураган,приходиться,True
34,Полис гражданской ответственности,обходится,примерно в $4000,полис гражданский ответственность,обходиться,True
34,Telegram-канал,приводит,прогнозы,telegram канал,приводить,True
34,государственная программа страхования от наводнений в США,покрывает,до $250 000 ущерба самому зданию,государственный программа страхование от наводнение в сша,покрывать,True
34,государственная программа страхования от наводнений в США,покрывает,до $100 000 ущерба находящемуся внутри имуществу,государственный программа страхование от наводнение в сша,покрывать,True
34,владельцам дорогой недвижимости,приходится страховать,дополнительные риски,владелец дорога недвижимость,приходиться страховать,True
35,Режиссер Сергей Урсуляк,начал работу,над многосерийным фильмом,режиссёр сергей урсуляк,начать работа,True
35,это,является,первым отечественным экранизацией после киноэпоса Сергея Бондарчука,это,являться,False
35,В проекте,заняты,"Сергей Маковецкий, Анна Михалкова, Алексей Серебряков, Михаил Пореченков, Светлана Крючкова и другие известные артисты",в проект,занятый,True
35,банк ВТБ,является спонсором,экранизации,банк втб,являться спонсор,True
35,Урсуляк,сообщил,о главных ролях,урсуляк,сообщить,True
35,Сергей Урсуляк,является,"режиссером, автором масштабных экранизаций русских романов",сергей урсуляк,являться,True
35,участие в проекте,стало,продолжением долгосрочной программы по поддержке культурного наследия,участие в проект,стать,True
35,банк,запустил,имиджевую кампанию «Классика вдохновляет»,банк,запустить,True
35,«Война и мир»,является,одним из самых экранизируемых произведений в истории кино,война и мир,являться,True
35,фильмы,вышли,в России,фильм,выйти,True
35,его картина «Война и мир»,была удостоена,«Оскара»,он картина война и мир,быть удостоить,True
35,его картина «Война и мир»,была удостоена,«Золотого глобуса»,он картина война и мир,быть удостоить,True
35,шестисерийный британский сериал,был выделяется,из зарубежных постановок,шестисерийный британский сериал,быть выделяться,True
36,Александр Овечкин,заключил мировое соглашение,с соседом,александр овечкин,заключить мировой соглашение,True
36,Telegram-канал Shot,сообщил,Об этом,telegram канал shot,сообщить,True
36,Овечкин,приобрел,квартиру,овечкин,приобрести,True
36,сосед,ошибся,при подключении кухонной мойки,сосед,ошибиться,True
36,Овечкин,начал сдавать,жилье в аренду,овечкин,начать сдавать,True
36,Овечкин,не всегда мог присутствовать,на слушаниях,овечкин,не всегда мочь присутствовать,True
36,он,подключался,по видеосвязи,он,подключаться,False
36,суд,прекратил,производство по делу,суд,прекратить,True
36,канал,标记为“注意”，“指出”等动词也可以作为predicat,城市名,канал,标记为“注意”，“指出”等动词也可以作为predicat,True
36,суд,обязал,Goldman Sachs выплатить компенсацию и судебные издержки,суд,обязать,True
36,суд,доказал,работы вызвали необычайно высокий уровень пыли и трещины в квартире истцов,суд,доказать,True
37,Россияне,не обязаны предъявлять,бумажный паспорт или свидетельство о рождении,россиянин,не обязать предъявлять,True
37,Цифровой ID,формируется,в профиле пользователя,цифровой id,формироваться,True
37,его,показать,сотруднику гостиницы,он,показать,False
37,гостиницы с номерным фондом более 50 мест,обязаны обеспечить,возможность заселения через цифровой ID в Max,гостиница с номерной фонд более 50 место,обязать обеспечить,True
37,пилотный проект,работал,"в двух десятках отелей Москвы, Петербурга, Сочи и Татарстана",пилотный проект,работать,True
37,функцию,планируют внедрить,в нескольких тысячах гостиниц,функция,планировать внедрить,True
38,Рыбацкая деревня Варенна,ввела,штрафы до 200 евро,рыбацкий деревня варенный,ввести,True
38,такая одежда,разрешена,на пляжах и лодочных прогулках,такой одежда,разрешить,True
38,власти,заявили,что новые правила – это реакция на наплыв туристов,власть,заявить,True
38,мэр Мауро Манцони,заявил,что качество жизни наших жителей не может быть принесено в жертву массовому туризму,мэр маурый манцони,заявить,True
38,они,отметили,на пляже делайте что хотите,они,отметить,False
38,газета,отмечает,ввели и в других популярных местах Италии,газета,отмечать,True
38,газета,сообщает,в Сорренто штрафуют за непристойное поведение в купальниках,газета,сообщать,True
38,газета,сообщает,в Портофино запретили селфи и создали зоны ожидания для туристов,газета,сообщать,True
38,Ведомости. Город,сообщал,ввели летний запрет на въезд автомобилей в исторический центр,ведомость город,сообщать,True
39,темперпы роста цен на новостройки,замедляются,пятый месяц подряд,темперп рост цена на новостройка,замедляться,True
39,стоимость квадратного метра на первичном рынке,выросла,"на 0,3%",стоимость квадратный метр на первичный рынок,вырасти,True
39,средняя цена «квадрата» в новостройках,достигла,189 500 руб.,средний цена квадрат в новостройка,достигнуть,True
39,оба сегмента,прибавили,"9,3–9,4%",оба сегмент,прибавить,True
39,льготная программа «Семейная ипотека»,может измениться,уже в этом году,льготный программа семейный ипотека,мочь измениться,True
39,ставка,может варьироваться и снижаться,от 2 до 12% годовых и по мере рождения детей,ставка,мочь варьироваться и снижаться,True
39,условия программы,сохранятся без изменений,до 1 октября этого года,условие программа,сохраниться без изменение,True
